Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,temp,location,clouds,pressure,rain,time_stamp,humidity,wind,surge_factor
76,23,Urban,Silver,53,3.94,Evening,Economy,117,480.104370355134,0.6038,North End,1.0,0.092,0.2268,1543435327,0.3519,0.4986,1.3626
32,12,Urban,Silver,69,3.68,Morning,Economy,55,162.28310451017555,0.6018,North Station,1.0,0.0922,0.1666,1543435327,0.3519,0.4964,1.35
35,23,Suburban,Gold,58,3.78,Afternoon,Economy,164,638.0445145215127,0.6004,Northeastern University,1.0,0.0928,0.2024,1543435327,0.3519,0.498,1.3572
30,16,Suburban,Gold,89,3.63,Afternoon,Economy,142,420.1110979571745,0.6144,South Station,1.0,0.0922,0.0,1543435327,0.3333,0.5025,1.3183
75,56,Urban,Regular,66,3.69,Evening,Premium,22,124.49060049402551,0.5999,Theatre District,1.0,0.0924,0.0,1543435327,0.3519,0.5008,1.3169
25,6,Rural,Regular,23,3.95,Morning,Premium,55,235.27811761739352,0.6007,West End,1.0,0.0922,0.2676,1543435327,0.3519,0.4964,1.3701
88,16,Suburban,Gold,26,4.18,Morning,Economy,32,127.33149010162909,0.6457,South Station,0.9,0.6524,0.009,1544978707,0.5185,0.5266,1.3775
43,26,Rural,Silver,69,4.9,Evening,Economy,107,391.0269903920518,0.6287,Back Bay,1.0,0.5298,0.0064,1544996701,0.5741,0.5808,1.3854
39,20,Rural,Silver,97,4.25,Morning,Economy,121,319.5430197104816,0.6239,Beacon Hill,0.95,0.5321,0.0064,1544996701,0.5926,0.5785,1.3781
77,63,Suburban,Gold,72,4.56,Morning,Economy,113,380.2853707615285,0.6301,Boston University,0.96,0.5319,0.0038,1544996701,0.5741,0.564,1.3776
41,14,Suburban,Silver,59,4.72,Morning,Premium,49,179.62342246641472,0.6242,Fenway,1.0,0.5293,0.0051,1544996701,0.5926,0.5746,1.3847
51,20,Rural,Silver,97,4.8,Morning,Economy,130,452.112640122952,0.6574,Financial District,0.95,0.5319,0.0051,1544996701,0.5185,0.588,1.38
30,10,Suburban,Gold,86,4.95,Evening,Economy,149,565.6691466337952,0.625,Haymarket Square,0.95,0.5323,0.0051,1544996701,0.5926,0.5824,1.3784
29,8,Urban,Gold,52,4.68,Afternoon,Premium,121,402.1558775823215,0.6273,North End,1.0,0.5304,0.0051,1544996701,0.5741,0.5869,1.3856
21,5,Rural,Gold,8,4.44,Afternoon,Premium,159,689.8421599513094,0.6245,North Station,1.0,0.5304,0.0051,1544996701,0.5741,0.5819,1.3846
50,15,Suburban,Regular,62,4.51,Night,Economy,83,307.6469280930268,0.6228,Northeastern University,0.95,0.5313,0.0064,1544996701,0.5926,0.5769,1.3776
61,42,Rural,Gold,11,3.72,Night,Economy,52,186.5262770863605,0.6569,South Station,1.0,0.5298,0.0051,1544996701,0.5185,0.5931,1.3878
67,5,Suburban,Silver,81,4.53,Morning,Premium,14,91.06777716361007,0.6217,Theatre District,1.0,0.5298,0.0064,1544996701,0.5926,0.5886,1.386
73,22,Suburban,Regular,26,4.99,Night,Economy,33,143.8549860520897,0.6217,West End,1.0,0.5304,0.0064,1544996701,0.5926,0.5813,1.3853
35,18,Urban,Gold,27,3.82,Morning,Economy,158,553.837359075948,0.5099,Beacon Hill,0.99,0.2541,0.0322,1543474133,0.4444,0.5428,1.3333
96,58,Urban,Silver,25,3.61,Morning,Economy,85,336.56848365859423,0.5108,Boston University,0.99,0.2545,0.0415,1543474133,0.4444,0.5405,1.3351
38,28,Urban,Gold,8,4.83,Morning,Economy,29,95.02020685904614,0.5091,Fenway,0.99,0.2547,0.2453,1543474133,0.4444,0.5428,1.3759
75,28,Urban,Gold,6,4.02,Evening,Premium,171,575.0117219060105,0.5113,North End,0.98,0.2539,0.1456,1543474133,0.4444,0.5433,1.3548
57,26,Suburban,Silver,92,4.11,Afternoon,Premium,58,264.675747588135,0.5096,Northeastern University,0.99,0.2545,0.1327,1543474133,0.4444,0.5444,1.3536
36,10,Rural,Gold,65,3.54,Night,Economy,53,185.61792391524813,0.5094,Theatre District,0.98,0.2541,0.3533,1543474133,0.4444,0.545,1.3962
73,27,Rural,Gold,98,3.97,Evening,Economy,57,251.1556502722435,0.7091,Back Bay,1.0,0.5112,0.0038,1543765974,0.9074,0.3264,1.3863
68,29,Rural,Gold,51,3.99,Evening,Economy,110,299.689056274687,0.7094,Beacon Hill,1.0,0.5114,0.0038,1543765974,0.9074,0.3326,1.3869
25,9,Rural,Gold,11,3.58,Night,Economy,31,92.65681121424488,0.7077,Boston University,1.0,0.511,0.0038,1543765974,0.9074,0.3147,1.3849
97,25,Urban,Regular,95,4.91,Night,Premium,101,332.2293764400841,0.7052,Fenway,1.0,0.511,0.0038,1543765974,0.9259,0.3158,1.3855
30,7,Rural,Regular,85,3.74,Evening,Economy,44,184.11208970364285,0.7114,Financial District,1.0,0.5114,0.0038,1543765974,0.9074,0.3399,1.388
83,7,Suburban,Gold,24,4.9,Morning,Premium,24,124.5817744544144,0.7089,Haymarket Square,1.0,0.5114,0.0038,1543765974,0.9259,0.3393,1.3885
27,5,Rural,Gold,2,4.3,Evening,Economy,22,60.98181721983856,0.71,North End,1.0,0.5114,0.0038,1543765974,0.9074,0.3415,1.3879
58,21,Suburban,Gold,72,4.14,Afternoon,Economy,10,35.88598786056829,0.7077,North Station,1.0,0.5114,0.0038,1543765974,0.9259,0.3376,1.3881
32,15,Urban,Gold,67,3.76,Evening,Premium,23,132.12301879164062,0.7077,Northeastern University,1.0,0.511,0.0038,1543765974,0.9259,0.3203,1.3863
76,8,Urban,Gold,40,4.68,Afternoon,Economy,157,561.5796822292014,0.7119,South Station,1.0,0.5112,0.0038,1543765974,0.9074,0.3387,1.3879
21,9,Suburban,Regular,38,4.54,Morning,Economy,179,546.3787898746884,0.7075,Theatre District,1.0,0.5112,0.0038,1543765974,0.9259,0.3343,1.3877
47,37,Urban,Gold,53,4.69,Night,Economy,41,147.4597413359118,0.7063,West End,1.0,0.5114,0.0038,1543765974,0.9259,0.3354,1.3877
33,20,Suburban,Regular,97,4.13,Morning,Premium,169,668.8922140357987,0.4591,Back Bay,0.73,0.0655,0.0,1543408327,0.5,0.4114,1.2511
92,66,Rural,Silver,26,3.56,Evening,Economy,19,62.06928479024478,0.4582,Beacon Hill,0.73,0.0653,0.1935,1543408327,0.5,0.4136,1.2898
24,7,Rural,Silver,34,3.51,Afternoon,Premium,111,477.7411361723483,0.4571,Boston University,0.73,0.0657,0.0812,1543408327,0.5,0.403,1.2662
75,9,Rural,Gold,71,4.06,Night,Economy,150,411.0057654245888,0.4563,Fenway,0.73,0.0657,0.1085,1543408327,0.5,0.4064,1.2719
89,76,Urban,Gold,35,4.8,Night,Premium,177,650.2985711974341,0.4753,Financial District,0.73,0.0651,0.2712,1543408327,0.463,0.4192,1.3066
67,20,Urban,Regular,42,4.13,Evening,Economy,68,243.22861759627588,0.4599,Haymarket Square,0.73,0.0649,0.1394,1543408327,0.5,0.4176,1.2796
61,23,Suburban,Silver,51,4.73,Evening,Premium,150,680.9330686248741,0.4607,North End,0.73,0.0649,0.1433,1543408327,0.5,0.4187,1.2806
80,67,Rural,Regular,80,4.74,Night,Economy,147,432.30725774113824,0.4591,North Station,0.73,0.0649,0.2122,1543408327,0.5,0.4153,1.2938
66,15,Suburban,Gold,62,4.59,Night,Economy,161,720.729944900258,0.456,Northeastern University,0.72,0.0657,0.0268,1543408327,0.5,0.4103,1.2544
39,12,Suburban,Regular,54,3.77,Morning,Premium,176,510.4543750320455,0.4747,South Station,0.72,0.0651,0.0,1543408327,0.463,0.4198,1.2508
46,22,Urban,Regular,9,4.33,Morning,Economy,128,522.7974318549136,0.4568,Theatre District,0.72,0.0653,0.0,1543408327,0.5,0.4164,1.2497
89,74,Rural,Silver,41,4.89,Morning,Premium,115,432.16279228896633,0.4574,West End,0.73,0.0651,0.0,1543408327,0.5,0.4148,1.2511
60,16,Urban,Gold,56,4.33,Night,Premium,126,382.4570671338528,0.5136,Beacon Hill,0.46,0.2345,0.3392,1543468655,0.463,0.5478,1.3153
58,13,Rural,Regular,99,3.62,Morning,Premium,106,351.43931589566165,0.5144,Boston University,0.44,0.2351,0.0,1543468655,0.463,0.5388,1.2437
68,16,Urban,Silver,93,4.44,Morning,Premium,154,510.19578633034166,0.5066,Fenway,0.44,0.2351,0.0453,1543468655,0.463,0.5411,1.2518
45,19,Suburban,Silver,71,3.72,Night,Economy,121,313.92644056486665,0.5211,Financial District,0.47,0.2343,0.0382,1543468655,0.4444,0.5528,1.2572
91,61,Suburban,Gold,100,4.88,Night,Economy,101,372.2298219510593,0.5124,Haymarket Square,0.47,0.2343,0.1135,1543468655,0.463,0.5506,1.2717
39,12,Urban,Regular,70,4.02,Morning,Premium,66,314.46800852423786,0.5136,North End,0.47,0.2343,0.1791,1543468655,0.463,0.5517,1.2851
97,9,Rural,Gold,58,4.32,Evening,Premium,142,491.5779538643877,0.5054,Northeastern University,0.45,0.2349,0.185,1543468655,0.463,0.545,1.2814
42,18,Suburban,Silver,39,3.94,Afternoon,Economy,128,527.1558943563921,0.5189,South Station,0.47,0.2345,0.0,1543468655,0.4444,0.5534,1.2493
27,15,Urban,Gold,11,3.77,Evening,Economy,111,432.849396942834,0.5063,Theatre District,0.46,0.2345,0.0523,1543468655,0.463,0.5506,1.2571
67,48,Rural,Regular,94,4.3,Evening,Premium,168,544.6027807887253,0.5088,West End,0.46,0.2345,0.1103,1543468655,0.463,0.5484,1.2688
69,51,Urban,Regular,75,3.57,Night,Premium,136,470.18271352951473,0.5194,Fenway,0.37,0.7318,0.0418,1544953502,0.5926,0.4159,1.2862
69,47,Urban,Regular,65,4.22,Night,Economy,18,53.5391040086766,0.5244,West End,0.26,0.7282,0.2813,1544953502,0.5741,0.4203,1.3175
93,18,Suburban,Gold,34,3.54,Afternoon,Economy,80,352.0685727015968,0.5041,Back Bay,0.41,0.2221,0.1372,1543462329,0.4815,0.6087,1.2717
84,74,Suburban,Regular,7,4.4,Afternoon,Premium,101,396.3698341114785,0.5035,Beacon Hill,0.42,0.2219,0.1687,1543462329,0.4815,0.6115,1.2797
96,48,Urban,Gold,41,4.39,Morning,Economy,130,367.7829980600229,0.5052,Boston University,0.41,0.2225,0.1593,1543462329,0.4815,0.5987,1.2753
30,13,Suburban,Gold,72,4.18,Night,Premium,113,352.9356730761453,0.4962,Fenway,0.41,0.2225,0.2253,1543462329,0.5,0.602,1.2884
60,48,Suburban,Regular,15,4.06,Morning,Economy,78,339.1055825696459,0.5661,Financial District,0.42,0.2217,0.0972,1543462329,0.3704,0.6182,1.2699
72,39,Urban,Regular,39,3.77,Night,Premium,115,347.8959667426787,0.5018,Haymarket Square,0.42,0.2217,0.0,1543462329,0.4815,0.6154,1.2461
31,13,Suburban,Regular,82,4.63,Morning,Economy,108,469.2509135918648,0.5029,North End,0.42,0.2217,0.1254,1543462329,0.4815,0.6171,1.2715
71,13,Rural,Silver,60,4.3,Night,Premium,62,213.8430201203033,0.4996,North Station,0.42,0.2219,0.0,1543462329,0.5,0.6132,1.2464
91,61,Rural,Silver,86,4.44,Morning,Premium,129,567.5392184514062,0.494,Northeastern University,0.41,0.2223,0.0056,1543462329,0.5,0.6065,1.2446
91,60,Rural,Gold,2,3.53,Evening,Premium,107,492.179013222281,0.5611,South Station,0.44,0.2215,0.1495,1543462329,0.3889,0.6048,1.2821
32,6,Urban,Silver,13,4.75,Afternoon,Economy,53,173.88747446193491,0.4948,Theatre District,0.41,0.2219,0.2336,1543462329,0.5,0.6149,1.2911
23,10,Suburban,Gold,47,4.84,Evening,Economy,125,418.10682439062094,0.4979,West End,0.42,0.2219,0.0766,1543462329,0.5,0.6121,1.2614
61,47,Suburban,Silver,100,4.58,Night,Premium,157,658.3040013013618,0.2883,Boston University,0.59,1.0,0.1137,1544755502,0.4444,0.0894,1.2856
57,40,Urban,Regular,78,3.62,Afternoon,Economy,171,764.5953413909641,0.2886,South Station,0.58,0.9998,0.2936,1544755502,0.463,0.0995,1.3221
89,70,Suburban,Gold,86,4.51,Afternoon,Economy,90,384.2092919756728,0.2858,West End,0.59,1.0,0.1049,1544755502,0.463,0.0922,1.2847
64,45,Rural,Gold,22,3.96,Night,Premium,118,404.6018875393623,0.6485,Back Bay,0.35,0.8771,0.4096,1544816701,0.3704,0.2169,1.3596
91,29,Urban,Regular,82,3.73,Afternoon,Premium,90,446.81702579708536,0.644,Beacon Hill,0.34,0.8771,0.1468,1544816701,0.3889,0.2174,1.3059
91,53,Suburban,Gold,67,4.56,Night,Economy,50,158.1067231747087,0.6474,Fenway,0.36,0.8771,0.0,1544816701,0.3704,0.2158,1.2789
69,37,Suburban,Regular,47,4.39,Evening,Premium,60,284.2362895344896,0.6457,Haymarket Square,0.34,0.8771,0.1711,1544816701,0.3704,0.218,1.3101
71,61,Suburban,Regular,79,3.85,Afternoon,Economy,147,591.2989763287625,0.6465,North End,0.33,0.8771,0.1231,1544816701,0.3704,0.2186,1.2992
38,7,Rural,Silver,28,3.85,Evening,Economy,12,36.00027803358747,0.6449,North Station,0.34,0.8771,0.2403,1544816701,0.3704,0.2174,1.3238
100,32,Suburban,Regular,67,3.94,Evening,Premium,162,581.1370845965885,0.6465,Northeastern University,0.35,0.8771,0.1608,1544816701,0.3889,0.2163,1.3104
65,51,Suburban,Gold,97,4.81,Night,Premium,144,588.1367698544636,0.6426,Theatre District,0.34,0.8771,0.056,1544816701,0.3889,0.218,1.2875
73,38,Urban,Regular,91,4.23,Evening,Premium,86,400.2673330229722,0.6426,West End,0.34,0.8771,0.0,1544816701,0.3889,0.2174,1.2763
56,25,Suburban,Regular,87,3.73,Evening,Premium,172,575.4102708388258,0.6991,Back Bay,0.97,0.4237,0.0615,1543271721,0.7778,0.4975,1.3937
75,55,Rural,Silver,80,4.7,Morning,Economy,69,190.9788526811355,0.6991,Beacon Hill,0.97,0.4242,0.0884,1543271721,0.7778,0.4986,1.3992
97,21,Urban,Regular,43,3.79,Afternoon,Premium,106,398.1593839328215,0.7234,Financial District,0.97,0.4242,0.0935,1543271721,0.7222,0.5048,1.4017
94,71,Rural,Regular,48,4.73,Night,Premium,169,770.8733244527833,0.7002,Haymarket Square,0.97,0.4244,0.1109,1543271721,0.7778,0.5014,1.4042
53,22,Urban,Silver,28,4.99,Afternoon,Premium,64,211.0820229741896,0.6988,North Station,0.97,0.4244,0.1109,1543271721,0.7778,0.4992,1.4038
81,8,Rural,Silver,78,4.8,Afternoon,Premium,141,618.4288567281086,0.6954,Northeastern University,0.97,0.4233,0.0425,1543271721,0.7963,0.4975,1.3902
47,34,Rural,Silver,87,3.53,Morning,Premium,170,739.2271199769044,0.6977,Theatre District,0.97,0.4239,0.0778,1543271721,0.7778,0.5031,1.3973
80,48,Suburban,Regular,13,4.44,Night,Economy,35,128.7410738814351,0.6977,West End,0.97,0.4244,0.1002,1543271721,0.7778,0.4986,1.4014
75,55,Rural,Gold,54,4.73,Night,Premium,145,584.4917299915722,0.589,Back Bay,0.56,0.7762,0.0469,1544931901,0.4815,0.3488,1.3183
89,12,Urban,Silver,42,4.73,Afternoon,Economy,102,328.31398217312767,0.5868,Beacon Hill,0.55,0.7764,0.0,1544931901,0.4815,0.3499,1.3072
30,13,Rural,Gold,8,4.1,Afternoon,Economy,94,274.6803754439265,0.5876,Boston University,0.57,0.7762,0.0,1544931901,0.463,0.3387,1.3083
64,5,Rural,Gold,91,4.34,Evening,Premium,21,108.2430435427408,0.5826,Fenway,0.57,0.7762,0.1499,1544931901,0.4815,0.3432,1.3389
55,29,Suburban,Gold,92,4.85,Morning,Economy,44,181.78093960037765,0.6214,Financial District,0.55,0.7764,0.2894,1544931901,0.4259,0.3572,1.3682
94,76,Suburban,Gold,26,4.7,Morning,Premium,94,405.317954516569,0.5868,Haymarket Square,0.55,0.7766,0.1248,1544931901,0.4815,0.3533,1.3325
53,28,Urban,Gold,6,3.67,Evening,Economy,178,775.7916851510323,0.5887,North End,0.55,0.7766,0.0,1544931901,0.4815,0.3544,1.308
29,7,Suburban,Regular,68,3.98,Morning,Economy,114,289.1296809487768,0.5845,North Station,0.55,0.7766,0.1312,1544931901,0.4815,0.3505,1.3332
29,17,Urban,Silver,76,3.61,Morning,Economy,166,674.132847635612,0.5828,Northeastern University,0.57,0.7762,0.2283,1544931901,0.4815,0.3488,1.3552
75,42,Suburban,Silver,38,4.25,Afternoon,Economy,146,479.11995337350106,0.6208,South Station,0.55,0.7764,0.0,1544931901,0.4259,0.3583,1.3104
74,53,Suburban,Regular,60,3.93,Night,Economy,162,676.4404324115253,0.5831,Theatre District,0.56,0.7764,0.0565,1544931901,0.4815,0.3549,1.32
89,75,Urban,Silver,10,4.91,Evening,Economy,16,54.44953818628992,0.5823,West End,0.55,0.7764,0.0757,1544931901,0.4815,0.3499,1.3217
29,13,Suburban,Gold,44,4.29,Evening,Premium,87,267.7404170012178,0.6966,Back Bay,0.91,0.4429,0.0051,1543268108,0.7593,0.5098,1.3752
40,20,Rural,Silver,45,4.42,Evening,Premium,130,445.4842486108808,0.6901,Fenway,0.91,0.4425,0.0038,1543268108,0.7778,0.507,1.3746
79,11,Urban,Regular,1,4.35,Night,Premium,45,210.25675967194184,0.7178,Financial District,0.91,0.4434,0.0004,1543268108,0.7037,0.5148,1.3753
98,87,Urban,Gold,87,4.28,Afternoon,Premium,170,603.8458024755097,0.6946,North Station,0.92,0.4436,0.0004,1543268108,0.7593,0.5098,1.3756
95,76,Urban,Regular,74,4.39,Night,Economy,118,464.9915827255092,0.6904,Northeastern University,0.91,0.4425,0.0053,1543268108,0.7778,0.5103,1.3753
79,13,Rural,Gold,67,4.05,Evening,Premium,151,514.9363491532515,0.7167,South Station,0.91,0.4431,0.0038,1543268108,0.7037,0.5159,1.3758
38,22,Suburban,Regular,18,4.17,Night,Premium,121,450.5387531372676,0.6929,West End,0.92,0.4434,0.004,1543268108,0.7593,0.5098,1.376
83,41,Suburban,Silver,48,3.64,Evening,Economy,176,741.3443926126964,0.587,Back Bay,0.86,0.553,0.0,1543207298,0.8889,0.1286,1.3297
59,24,Suburban,Regular,40,4.0,Afternoon,Premium,147,631.6312970255759,0.5831,North Station,0.86,0.5532,0.1576,1543207298,0.8889,0.1269,1.3604
51,11,Suburban,Regular,72,3.62,Afternoon,Economy,16,71.21364105240121,0.6778,Back Bay,1.0,0.7538,0.0583,1544849101,0.8333,0.3315,1.4135
64,46,Rural,Silver,51,5.0,Evening,Premium,29,144.60138253530263,0.6798,Boston University,1.0,0.7553,0.128,1544849101,0.8148,0.3276,1.4266
30,6,Rural,Regular,93,3.81,Evening,Economy,129,505.92196882791006,0.6734,Fenway,1.0,0.7555,0.0,1544849101,0.8333,0.3298,1.4012
60,15,Suburban,Regular,95,4.84,Afternoon,Economy,180,726.3339146351499,0.6717,Haymarket Square,1.0,0.7572,0.0174,1544849101,0.8333,0.3309,1.4047
75,51,Rural,Regular,17,4.83,Afternoon,Premium,79,283.4132787585248,0.6725,North End,1.0,0.7572,0.167,1544849101,0.8333,0.3315,1.4348
25,15,Suburban,Regular,88,4.68,Afternoon,Premium,31,148.18648820169864,0.6731,Northeastern University,1.0,0.7538,0.0257,1544849101,0.8519,0.3326,1.4073
46,31,Suburban,Gold,67,3.53,Morning,Economy,61,158.59209307103367,0.6689,Theatre District,1.0,0.7574,0.2968,1544849101,0.8519,0.332,1.4612
48,11,Urban,Regular,86,3.55,Night,Economy,15,57.89462608061131,0.8175,Back Bay,1.0,0.3049,0.0223,1543798374,0.8889,0.128,1.3648
51,6,Rural,Gold,64,4.57,Morning,Economy,34,142.5577269374603,0.8145,Beacon Hill,1.0,0.3049,0.1029,1543798374,0.8889,0.1291,1.3806
68,23,Suburban,Gold,96,4.77,Morning,Economy,105,359.128113102171,0.8164,Boston University,1.0,0.3049,0.1942,1543798374,0.8889,0.1252,1.3988
89,8,Suburban,Silver,18,3.83,Morning,Economy,121,407.5520587692045,0.8159,Fenway,1.0,0.3049,0.0,1543798374,0.8889,0.1258,1.3599
84,55,Suburban,Regular,1,4.47,Afternoon,Economy,146,487.3991192361553,0.8382,Financial District,1.0,0.3049,0.0,1543798374,0.8519,0.1308,1.3619
50,8,Rural,Regular,25,3.8,Evening,Premium,13,89.61312852216915,0.8136,Haymarket Square,1.0,0.3049,0.0,1543798374,0.8889,0.1302,1.36
99,40,Urban,Gold,26,4.83,Evening,Premium,151,510.6580782397596,0.8142,North End,1.0,0.3049,0.2368,1543798374,0.8889,0.1308,1.4075
21,9,Urban,Gold,91,4.82,Morning,Economy,47,171.6271185714875,0.8122,North Station,1.0,0.3049,0.0026,1543798374,0.8889,0.1297,1.3603
53,19,Suburban,Silver,54,3.84,Evening,Economy,132,520.5653406452625,0.7994,Northeastern University,1.0,0.3062,0.404,1543798374,0.9074,0.128,1.4395
60,16,Urban,Gold,68,4.23,Night,Economy,108,458.096326804516,0.8385,South Station,1.0,0.3049,0.001,1543798374,0.8519,0.1308,1.3621
32,22,Suburban,Silver,9,4.68,Night,Premium,135,530.1491563778454,0.8142,Theatre District,1.0,0.3049,0.0976,1543798374,0.9074,0.1297,1.3805
51,25,Rural,Regular,21,4.43,Evening,Premium,38,200.2582591219043,0.8117,West End,1.0,0.3049,0.2728,1543798374,0.8889,0.1297,1.4142
22,5,Urban,Regular,75,4.39,Night,Premium,19,128.0167601925525,0.7376,Boston University,0.92,0.4824,0.3328,1543260909,0.7037,0.4684,1.4455
21,7,Rural,Regular,6,4.96,Afternoon,Premium,180,836.1164185613576,0.7315,Fenway,0.92,0.4824,0.34,1543260909,0.7037,0.4684,1.446
55,21,Rural,Silver,49,4.59,Morning,Economy,111,471.0890518884983,0.7304,Northeastern University,0.92,0.4824,0.2298,1543260909,0.7037,0.4673,1.4237
42,31,Rural,Gold,32,4.75,Night,Economy,12,50.6401755820817,0.5943,Back Bay,1.0,0.5654,0.206,1543224549,0.8889,0.0537,1.3867
86,26,Rural,Silver,31,3.69,Afternoon,Economy,85,263.1611767019543,0.5937,Beacon Hill,1.0,0.5654,0.1504,1543224549,0.8889,0.0525,1.3754
48,18,Rural,Silver,60,4.47,Afternoon,Premium,124,524.1655595085831,0.5935,Boston University,1.0,0.5654,0.1743,1543224549,0.8889,0.0648,1.3813
82,65,Urban,Gold,43,4.8,Night,Premium,112,330.2265438250878,0.5896,Fenway,1.0,0.5654,0.0027,1543224549,0.9074,0.0598,1.3469
63,48,Rural,Regular,88,4.09,Morning,Economy,70,212.7407519371268,0.627,Financial District,1.0,0.5654,0.0,1543224549,0.8148,0.0453,1.3459
44,24,Urban,Regular,83,3.61,Night,Economy,13,48.92895253547415,0.594,Haymarket Square,1.0,0.5654,0.0734,1543224549,0.8889,0.0497,1.3597
39,18,Suburban,Gold,78,4.21,Afternoon,Economy,165,734.3951190125542,0.5949,North End,1.0,0.5654,0.0519,1543224549,0.8889,0.0486,1.3555
23,7,Rural,Gold,98,4.35,Morning,Economy,76,281.33950234360725,0.5926,North Station,1.0,0.5654,0.0154,1543224549,0.8889,0.0531,1.3483
31,7,Rural,Silver,27,4.73,Morning,Premium,141,476.28985780068655,0.5909,Northeastern University,1.0,0.5652,0.1637,1543224549,0.9074,0.0542,1.3787
44,7,Rural,Regular,55,3.66,Night,Premium,103,490.3421583214189,0.627,South Station,1.0,0.5654,0.1971,1543224549,0.8148,0.0436,1.3851
23,5,Urban,Gold,92,3.71,Night,Economy,105,363.4447759027239,0.5921,Theatre District,1.0,0.5654,0.0853,1543224549,0.9074,0.0475,1.3625
63,46,Urban,Silver,36,4.59,Morning,Economy,18,49.83993575677632,0.5912,West End,1.0,0.5654,0.2645,1543224549,0.9074,0.0531,1.3988
25,15,Urban,Gold,15,4.18,Morning,Premium,176,516.8295590439432,0.5985,Boston University,0.62,0.071,0.0,1543421182,0.3148,0.5411,1.2597
27,11,Rural,Regular,1,4.34,Night,Economy,99,262.6864663772181,0.6066,Fenway,0.61,0.071,0.0488,1543421182,0.2963,0.5433,1.2685
57,28,Urban,Gold,27,4.58,Afternoon,Economy,107,423.5098573724167,0.603,Haymarket Square,0.64,0.0706,0.0,1543421182,0.3148,0.5405,1.2633
83,26,Suburban,Gold,77,3.62,Night,Premium,74,373.975635759196,0.6021,South Station,0.63,0.0708,0.0,1543421182,0.3148,0.5433,1.262
80,5,Suburban,Regular,53,3.67,Evening,Premium,48,184.24294467848267,0.6038,West End,0.63,0.0708,0.0631,1543421182,0.3148,0.54,1.2745
50,40,Rural,Silver,61,4.7,Evening,Premium,73,319.11098294212263,0.7164,Back Bay,0.89,0.7158,0.0582,1544874301,0.8519,0.2325,1.39
84,8,Rural,Gold,21,4.63,Night,Economy,172,549.2008068168793,0.7156,Boston University,0.89,0.716,0.2691,1544874301,0.8519,0.2281,1.4317
90,54,Rural,Regular,1,3.59,Afternoon,Premium,87,427.8571629452071,0.713,Fenway,0.89,0.716,0.1552,1544874301,0.8704,0.2286,1.4095
28,9,Urban,Silver,68,4.82,Evening,Premium,43,164.316390505398,0.7181,Haymarket Square,0.89,0.7156,0.0,1544874301,0.8519,0.2376,1.3791
97,64,Rural,Silver,62,3.52,Morning,Premium,152,638.1340201838489,0.7184,North End,0.89,0.7156,0.3132,1544874301,0.8519,0.2381,1.4419
99,22,Suburban,Silver,7,4.4,Morning,Economy,39,131.44358716419623,0.7175,North Station,0.88,0.7156,0.2315,1544874301,0.8519,0.2364,1.4237
96,53,Rural,Regular,58,4.28,Afternoon,Economy,21,55.6373707994896,0.7172,Theatre District,0.89,0.7158,0.149,1544874301,0.8519,0.2359,1.4086
